,AR
283116,DNAAF6
283123,DNAH7
283183,EGOT
283187,EHHADH-AS1
283251,FAM21EP
283252,FAM222A-AS1
283253,FAM230G
283254,FAM230I
283261,FAM85B
283262,FAM90A2P
283317,FMR1NB
283325,FOXI1
283425,GPRC5D-AS1
283470,HMGA2-AS1
283491,HTR3E
283526,IL21-AS1
283547,IQCH-AS1
283629,KIF26B-AS1
283667,LBHD2
283675,LDLRAD4-AS1
283688,LINC00111
283691,LINC00210
283694,LINC00299
283697,LINC00423
283698,LINC00454
283701,LINC00471
283702,LINC00523
283703,LINC00536
283710,LINC00681
283711,LINC00693
283713,LINC00840
283714,LINC00856
283715,LINC00865
283716,LINC00870
283717,LINC00955
283721,LINC01115
283724,LINC01141
283725,LINC01162
283727,LINC01182
283733,LINC01266
283734,LINC01280
283735,LINC01285
283737,LINC01322
283738,LINC01331
283741,LINC01443
283742,LINC01470
283743,LINC01476
283746,LINC01511
283747,LINC01558
283749,LINC01592
283751,LINC01606
283752,LINC01609
283753,LINC01622
283754,LINC01639
283756,LINC01716
283757,LINC01725
283760,LINC01798
283761,LINC01807
283762,LINC01821
283764,LINC01876
283765,LINC01880
283766,LINC01933
283767,LINC01968
283768,LINC01975
283769,LINC01992
283770,LINC02022
283772,LINC02147
283773,LINC02171
283775,LINC02246
283776,LINC02259
283784,LINC02558
283785,LINC02611
283786,LINC02652
283787,LINC02664
283796,LNCBRM
283797,LNCOG
283803,LRCOL1
283839,MAILR
283866,MCHR2-AS1
283881,MEF2C-AS2
283901,MINDY4B
283905,MIR1227
283907,MIR149
283908,MIR199B
283909,MIR3150BHG
283910,MIR3158-1
283911,MIR3196
283912,MIR3202-1
283914,MIR3923
283915,MIR3944
283916,MIR3976HG
283920,MIR4749
283921,MIR4758
283922,MIR517A
283924,MIR548H3
283925,MIR551A
283927,MIR6127
283929,MIR8083
283933,MKNK1-AS1
283990,MYHAS
284018,NAALADL2-AS2
284063,NFIA-AS2
284083,NLRP9
284158,OVCH1-AS1
284200,PCAT18
284201,PCAT29
284262,PIK3CD-AS2
284291,PLEKHA8P1
284319,POC1B-AS1
284341,PPP4R1L
284372,PRR25
284380,PRSS57
284414,PWAR4
284437,RAP2C-AS1
284502,RNF212B
284564,SCHLAP1
284624,SIGLEC14
284663,SLC38A8
284692,SMIM31
284699,SNAP25-AS1
284702,SNORA11
284703,SNORA119
284704,SNORA56
284705,SNORD116-22
284715,SOGA2
284728,SPATA31A3
284730,SPDYE4
284764,STK24-AS1
284804,TAFA1
284811,TARM1
284815,TBC1D27P
284817,TBC1D3JP
284824,TBX2-AS1
284860,TGIF2LX
284879,TLX1NB
284880,TM4SF5
284884,TMC3-AS1
284899,TMEM238L
284939,TRG-AS1
284951,TSBP1
284973,TUB-AS1
285030,VSTM1
285102,ZNF257
285104,ZNF295-AS1
285117,ZNF516
285291,BIVM-ERCC5
285297,BUB1B-PAK6
285307,CAPN10-DT
285480,MSANTD3-TMEFF1
285510,NDUFC2-KCTD14
285516,NPIPA8
285606,SMARCA5-AS1
285713,ZNF404
285721,ZNF639
285776,ATAD3B
285918,H2AC16
285929,HDHD5-AS1
285936,HIST2H2AC
285976,LINC02076
286075,RARRES3
286547,PR
286708,MAP3K19
286990,LILRB4B
287363,MEF2
287454,PYK
287534,AADACL3
287650,ADGRA1
287671,AF357428
287811,ANP32B-PS1
287950,ARSF
287968,ASTX6
287979,ATG13
287999,ATP1A1-AS1
288113,BIN2P1
288198,C7ORF25
288199,C87198
288317,CCDC129
288380,CD200R4
288382,CD209
288469,CEP112OS1
288507,CGM4
288565,CLCA3
288566,CLCA3A2
288579,CLDN34A
288688,COX7C-PS1
288730,CRYGF
288755,CSTA3
288756,CSTDC5
288758,CSTDC6
288783,CTSQL2
288784,CTSR
288902,CYP4D2
288914,D5ERTD605E
288978,DEFB103B
288980,DEFB5
288981,DEFB6
289067,DNM1P46
289099,DRD1B
289100,DRD2A
289102,DRD4B
289354,FAM188B
289363,FAM205A2
289379,FAM74A3
289416,FBXW10B
289426,FENDRR
289482,FOLR3
289509,FRS3OS
289756,GSDMC2
289759,GSG2
289812,H2BU2
289813,H2-L
289827,H4C6
289828,H4C7
289851,HBQ1A
289935,HMOX2-PS1
290050,IFNK
290060,IGBP1P1
290061,IGD
290068,IGHV1-9
290071,IGKV1-132
290072,IGKV6-25
290073,IGKV8-30
290262,IRX3OS
290268,ISPD
290427,KLRA14-PS
290451,KRT38
290461,KRTAP21-1
290495,LCE1H
290497,LCE1K
290500,LCE3E
290501,LCE3F
290522,LGALS16
290556,LIPK
290617,LY6AL
290760,MEAK7
290835,MIR1-1
290842,MIR124A-1HG
290850,MIR135A1
290888,MIR197
290904,MIR23C
290906,MIR2861
290907,MIR298
290912,MIR329
290914,MIR344D-2
290915,MIR3474
290916,MIR365-1
290917,MIR3654
290924,MIR466
290925,MIR467E
290928,MIR5108
290929,MIR5120
290933,MIR669D
290934,MIR6722
290935,MIR9-1
291075,MSLNL
291147,MYCNOS
291453,NRIP2
291540,OR10D5J
291541,OR10G2
291542,OR11N2
291543,OR12K5
291545,OR2AH1
291546,OR2G7
291547,OR2N1
291548,OR2T1
291549,OR2Y1F
291550,OR2Y6
291551,OR3A10
291555,OR4K1
291556,OR4P19
291557,OR4P21
291561,OR51L1
291562,OR52B4I
291563,OR52I2
291564,OR52N2B
291565,OR5AP2
291567,OR5B98
291568,OR5I1
291569,OR7A35
291570,OR7G17
291572,OR8G34
291574,OR8J3
291575,OR8J3C
291576,OR9A2
291577,OR9Q2
291688,PCSK2OS2
291725,PEAK1OS
291795,PIGBOS1
291906,PNP2
291961,PPP1R2-PS3
292043,PRL3A1
292045,PRL3D4
292050,PRL8A5
292052,PRL8A9
292088,PRSS48
292295,REXO1L1P
292309,RGD1562420
292310,RGD1562652
292311,RGD1564827
292313,RGD1566401
292381,RNU12
292382,RNU2-10
292383,RNU5B-1
292411,RPL31-PS12
292412,RPL32L
292421,RPL7A-PS8
292431,RPS15A-PS6
292459,RPTOROS
292472,RT1-CL
292526,SBPL
292542,SCARNA9L
292543,SCART2
292624,SERPINB3A
292626,SERPINB3B
292678,SHHA
292710,SLC13A2OS
292819,SLC6A19OS
292907,SNORA3A
292908,SNORA52
292910,SNORA57
292911,SNORA71D
292915,SNORA80E
292916,SNORD113-3
292918,SNORD115-11
292919,SNORD116-28
293011,SPRR2A3
293157,SYNA
293215,TAS2R110
293279,TEDDM3
293365,TLR13
293386,TMED10P1
293415,TMEM181C-PS
293428,TMEM244
293434,TMEM29
293457,TMPRSS11G
293511,TNFSF13OS
293586,TRAT1
293648,TSSK2
293677,TUSC5
293680,TVP23BOS
293749,UNC45BOS
293826,VMN1R148
293827,VMN1R211
293828,VMN2R58
293829,VMN2R66
293830,VMN2R75
293832,VOM2R52
293958,YP1
294036,ZFP626
294040,ZFP663
294051,ZFP865
294056,ZFP966
294101,ZNF271
294118,ZNF479
294152,ZNF683
294229,ANKRD20A8P
294265,BEND2
294299,CCDC56
294323,CDCP2
294392,CXORF65
294404,DDX11L2
294490,FGFR1OP
294712,LINC02913
294761,MFSD7
294768,MIR1243
294773,MIR137
294797,MIR208B
294802,MIR2114
294807,MIR302A
294811,MIR302F
294821,MIR424
294825,MIR518F
294826,MIR520A
294827,MIR532
294828,MIR559
294829,MIR600
294830,MIR642A
294831,MIR647
294832,MIR648
294836,MIR937
294863,MT-RNR1
294932,OR52K3P
294986,PMS2P3
295095,SERPINB9P1
295135,SNORD75
295150,ST13P7
295221,TNFRSF17
295245,TRNF
295313,ZNF252P
295328,ZNF815P
295330,CYP2D
295338,ALDH1
295394,ACSM4
295439,CYP2C49
295474,HSP22
295514,OR7G2
295556,W
295577,PRSS50
295967,SPMD1
296073,CCDC160
296139,CSAG2
296145,CT45A1
296146,CT45A5
296194,EPB41L4A-DT
296214,FAM27C
296247,GAGE7
296253,GATA3-AS1
296284,H1-9P
296302,HLA-DOB
296306,HMGB3P1
296307,HMGB3P30
296361,KLKP1
296367,KRT19P2
296372,KRTDAP
296388,LINC00839
296389,LINC00937
296391,LINC02874
296463,NRAD1
296500,PKD1L1-AS1
296544,RGS22
296563,SCARNA23
296628,TAS2R60
296709,ABHD-11.2
296710,ABT-4
296711,ABTS-1
296713,ABU-8
296714,ACDH-5
296720,ACHE-2
296721,ACP-4
296722,ACS-3
296723,ACS-4
296725,ADT-2
296727,AEXR-1
296729,AKAP-1
296730,ALKB-1
296731,APC-11
296732,APH-1
296733,APL-1
296736,ARCP-1
296739,ATG-5
296740,ATP-4
296742,B0454.5
296743,B0507.5
296744,B0564.9
296745,BAR-1
296746,BATH-23
296747,BATH-45
296748,BATH-7
296751,BCMO-2
296752,BGAL-1
296754,BUS-19
296755,C01B10.3
296756,C01B10.7
296757,C02G6.1
296758,C05D10.4
296759,C05D11.8
296760,C05E11.7
296761,C05E7.2
296763,C08A9.3
296765,C08F1.8
296766,C08G5.1
296767,C09B8.5
296768,C09B9.1
296769,C09G9.5
296770,C10B5.1
296771,C10E2.5
296772,C10G8.2
296774,C13G3.1
296775,C14C6.3
296776,C15C7.4
296777,C16D9.4
296778,C16D9.8
296779,C17C3.2
296780,C18D4.3
296781,C18G1.9
296784,C25D7.5
296785,C25E10.12
296786,C25F6.7
296788,C27H5.2
296789,C27H5.6
296790,C29H12.6
296791,C32D5.8
296792,C33F10.8
296793,C34C6.3
296795,C35C5.9
296796,C35E7.2
296797,C36C9.4
296798,C39D10.1
296799,C43F9.4
296800,C44B12.6
296801,C47A4.5
296802,C49A9.2
296803,C49C8.2
296804,C49F8.15
296805,C50D2.2
296806,C50E3.5
296807,C50F7.3
296808,C52E2.3
296809,C52G5.2
296810,C53A5.13
296811,C53C11.4
296812,C55A1.4
296813,C56E6.4
296819,CCG-1
296820,CDAP-2
296821,CDH-7
296822,CEC-4
296823,CEC-7
296824,CEH-75
296825,CEST-26
296826,CEST-7
296827,CEX-1
296828,CGH-1
296829,CHE-12
296830,CHK-2
296831,CHO-1
296835,CKA-2
296836,CLC-7
296837,CLEC-124
296838,CLEC-125
296839,CLEC-137
296840,CLEC-155
296841,CLEC-227
296842,CLEC-237
296843,CLEC-35
296844,CLEC-51
296845,CLEC-55
296846,CLEC-9
296847,CLPR-4
296848,CNP-3
296849,COA-7
296850,COL-102
296851,COL-121
296852,COL-81
296853,COL-88
296854,COQ-3
296855,COX-7C
296856,CPB-2
296857,CPN-4
296858,CPNA-2
296861,CTG-2
296862,CUT-4
296863,CYK-4
296864,CYN-1
296865,CYN-3
296866,CYN-8
296867,CYP-14A4
296868,CYP-32B1
296869,CYP-33C5
296871,DAC-1
296873,DAF-19
296874,DAF-2
296876,DAF-22
296880,DDR-1
296881,DDX-35
296882,DEG-1
296883,DEL-3
296884,DGK-1
297001,DMD-9
297002,DNJ-14
297003,DOD-19
297004,DOD-23
297005,DPY-20
297006,DRN-1
297008,DYB-1
297011,E02H9.6
297013,EEF-1B.2
297015,EFHC-1
297016,EGAP2.1
297024,EGL-17
297025,EGL-20
297034,EGL-43
297037,EHN-3
297038,EHS-1
297039,ELO-9
297040,ENG-1
297041,ERP-44.1
297043,ETS-9
297045,EXL-1
297046,F01D5.10
297047,F01G4.4
297048,F07A5.4
297049,F07C6.4
297050,F09C8.2
297051,F09F7.6
297052,F10D2.8
297055,F15D3.4
297056,F17A9.5
297057,F17E9.2
297060,F20B6.7
297061,F20H11.4
297062,F22B5.4
297063,F22B7.9
297065,F23H11.7
297066,F26H11.4
297068,F28G4.2
297069,F28H6.6
297070,F32B4.2
297071,F32D8.3
297073,F35C11.4
297075,F37C12.10
297076,F37D6.3
297077,F38A5.2
297078,F40A3.1
297079,F40A3.3
297080,F40E3.3
297081,F41E6.7
297082,F43D9.1
297083,F44A2.3
297084,F46F2.1
297085,F46F5.5
297086,F47B3.7
297087,F47E1.20
297088,F47G4.8
297089,F48B9.1
297090,F48G7.9
297091,F49B2.3
297092,F49E8.6
297093,F49F1.3
297094,F52C6.14
297095,F53F1.3
297096,F53F1.4
297097,F53H4.2
297098,F54D1.1
297099,F54E4.3
297100,F55B11.5
297101,F55C7.2
297102,F55D12.2
297103,F55F10.1
297104,F56F11.4
297106,F58G11.4
297107,F59A6.3
297108,F59B2.12
297109,F59B8.1
297110,F59D12.3
297111,F59F4.3
297112,FARS-3
297113,FBXA-126
297114,FBXA-164
297115,FBXA-2
297116,FBXB-70
297117,FBXC-20
297121,FIPR-11
297124,FLP-18
297125,FRM-3
297130,FTN-1
297131,FUBL-4
297134,GAR-1
297135,GAR-2
297137,GAS-1
297138,GCK-3
297141,GLB-18
297142,GLB-29
297143,GLR-3
297145,GLY-11
297146,GOA-1
297147,GPD-4
297154,GYG-2
297155,H05L14.2
297156,H06H21.8
297158,H10E21.5
297159,H20E11.2
297160,H25K10.1
297161,HAF-6
297163,HDA-2
297164,HER-1
297165,HIRA-1
297166,HIS-15
297167,HIS-2
297168,HIS-42
297169,HIS-5
297170,HIS-62
297171,HIS-71
297172,HLH-1
297173,HLH-29
297174,HOE-1
297175,HOT-6
297177,HRG-3
297178,HRPU-1
297179,HSB-1
297180,HSD-3
297183,HSP-60
297185,IDA-1
297186,IDHB-1
297187,IFE-5
297188,IFTA-2
297190,INPP-1
297191,INS-17
297195,INX-12
297201,ITSN-1
297202,JPH-1
297203,JUN-1
297204,K01A6.4
297205,K04C2.5
297207,K07E3.4
297208,K08C7.6
297209,K08C9.5
297210,K08D10.10
297211,K09C4.7
297213,K10H10.6
297215,K11H12.9
297217,KIN-32
297218,KIN-33
297219,KIN-34
297220,KIN-5
297221,KLC-2
297223,LACT-3
297224,LEC-4
297225,LET-418
297230,LET-756
297231,LEV-11
297232,LGC-38
297233,LGG-2
297234,LHFP-4
297235,LIM-7
297236,LIN-18
297237,LIN-36
297238,LIN-7
297239,LITE-1
297240,LMD-3
297241,LNP-1
297242,LPR-4
297243,LPR-5
297244,LRON-2
297246,LRP-1
297249,M01A8.1
297250,M02D8.3
297251,M03A8.3
297252,M03D4.3
297253,M03F8.1
297254,M04F3.4
297255,M05B5.4
297257,M60.4
297258,M79.2
297259,MAB-21
297262,MATH-15
297263,MATH-35
297264,MATH-7
297266,MDT-8
297267,MEL-32
297268,MEX-3
297269,MFSD-11
297270,MIG-13
297273,MLS-1
297276,MRP-7
297277,MRPL-21
297278,MRPL-44
297279,MRPS-18B
297281,MSRP-3
297282,MSRP-7
297292,NAC-3
297293,NAS-30
297296,NCS-1
297297,NCX-1
297298,NCX-10
297300,NEG-1
297303,NEP-26
297304,NHR-127
297305,NHR-16
297306,NHR-219
297307,NHR-252
297308,NHR-37
297309,NHR-73
297310,NHR-86
297311,NHR-89
297312,NHX-2
297313,NKCC-1
297314,NLG-1
297318,NLP-52
297319,NLP-80
297320,NOLA-3
297321,NOS-2
297322,NOVA-1
297323,NPP-1
297325,NPR-34
297327,NRX-1
297331,NSPB-3
297332,NSTP-5
297333,NXF-1
297334,OAC-17
297335,OAC-48
297336,OCT-2
297337,ODR-10
297339,OIG-2
297340,OSM-5
297343,OSTA-2
297344,OTPL-5
297348,PARS-2
297349,PAS-6
297350,PASH-1
297354,PBS-6
297357,PDI-1
297360,PES-7
297362,PHF-15
297363,PIE-1
297364,PIGU-1
297365,PITR-3
297369,PLX-2
297370,PMK-1
297375,PPFR-2
297380,PQN-10
297382,PQN-2
297383,PQN-41
297384,PQN-52
297385,PQN-71
297386,PQN-78
297387,PQN-79
297388,PQN-90
297389,PRK-2
297392,PTL-1
297393,PTR-14
297394,PTR-21
297398,PYR-1
297399,R01H2.4
297401,R03C1.1
297402,R05A10.2
297403,R08E5.1
297406,R12E2.6
297407,R160.3
297408,R193.2
297409,R74.7
297415,RAB-6.2
297417,RAD-50
297418,RAD-54.L
297422,RIC-19
297426,RIC-8
297429,ROL-8
297430,RPS-3
297434,RSP-8
297436,SBDS-1
297440,SCL-14
297441,SCL-2
297442,SEC-61.A
297443,SEM-5
297446,SET-18
297447,SET-30
297448,SKN-1
297454,SLO-2
297455,SMA-10
297456,SMG-1
297457,SMG-6
297463,SNF-11
297464,SNG-1
297466,SNR-6
297467,SNT-1
297468,SOC-1
297469,SOC-2
297471,SODH-1
297477,SPCH-1
297478,SPD-3
297479,SPE-45
297484,SRA-14
297485,SRA-37
297486,SRBC-13
297487,SRBC-19
297488,SRBC-40
297489,SRBC-54
297490,SRBC-83
297491,SRD-34
297492,SRE-15
297493,SRE-28
297494,SRE-38
297495,SRG-16
297496,SRG-50
297497,SRH-116
297498,SRH-248
297499,SRH-34
297500,SRH-69
297501,SRH-77
297502,SRI-42
297503,SRI-65
297504,SRP-10
297505,SRP-9
297507,SRT-15
297508,SRT-2
297509,SRT-6
297510,SRT-65
297511,SRU-20
297512,SRW-108
297513,SRW-132
297514,SRW-58
297515,SRW-7
297516,SRW-77
297517,SRX-105
297518,SRX-59
297519,SRX-90
297520,SSU-2
297521,STAM-1
297522,STN-1
297523,STR-114
297524,STR-23
297525,STR-41
297526,STR-43
297527,STR-44
297528,STR-52
297529,STR-55
297530,STR-57
297531,STR-77
297532,STR-81
297533,SUCG-1
297534,SUP-1
297535,SVH-1
297536,SWSN-4
297537,SWT-4
297539,T01C8.2
297540,T01D3.6
297541,T02G6.5
297542,T02H6.3
297543,T04A6.2
297544,T05A8.1
297545,T05H10.3
297546,T07G12.5
297548,T10B10.8
297549,T10B5.3
297550,T11B7.2
297551,T11F9.14
297552,T11G6.2
297553,T13A10.2
297554,T20D4.7
297555,T20F5.6
297557,T21G5.1
297558,T23B3.2
297559,T23F2.3
297560,T23G4.2
297561,T24E12.5
297562,T25B2.2
297563,T26C12.3
297564,T26G10.5
297566,T28C6.7
297568,T28F2.1
297570,TALP-3
297575,TBA-6
297578,TCL-2
297581,TOM-1
297582,TOS-1
297583,TRK-1
297584,TTR-55
297585,TTR-6
297586,TWK-35
297587,TXDC-12.2
297589,UBC-21
297591,UBQ-1
297592,UGT-25
297593,UGT-26
297594,UGT-29
297595,UGT-33
297596,UGT-36
297603,UNC-11
297616,UNC-3
297622,UNC-49
297623,UNC-58
297624,UNC-64
297628,UNC-7
297631,VAB-19
297632,VIRO-2
297639,W01A11.7
297641,W02D9.8
297642,W03G11.3
297643,W04B5.2
297644,W06B4.2
297645,W09C3.2
297648,WDR-20
297649,WDR-23
297652,WDR-5.2
297655,XBX-6
297656,Y102A11A.5
297657,Y18D10A.21
297658,Y18D10A.3
297659,Y22D7AR.10
297660,Y23B4A.1
297661,Y37H2A.11
297662,Y38C1AA.7
297663,Y38E10A.24
297664,Y38H6C.8
297665,Y39A3CL.4
297666,Y39B6A.29
297667,Y39F10C.1
297668,Y40B1B.7
297669,Y40H4A.2
297670,Y41D4B.18
297671,Y43F11A.4
297672,Y43F8B.14
297673,Y43F8C.17
297674,Y44A6D.3
297675,Y45G12C.4
297676,Y46B2A.3
297677,Y46G5A.6
297678,Y46H3D.8
297679,Y48G8AL.12
297680,Y48G8AR.2
297681,Y49F6C.8
297683,Y50D4B.2
297684,Y51H7BR.7
297685,Y52E8A.2
297686,Y53H1B.2
297687,Y54E5A.8
297688,Y54F10BM.13
297689,Y55F3BR.6
297690,Y56A3A.30
297691,Y56A3A.33
297692,Y57G7A.11
297693,Y59C2A.3
297695,Y60A9.3
297696,Y62H9A.8
297697,Y67A10A.2
297698,Y67D2.5
297699,Y67D8B.5
297700,Y67D8C.2
297701,Y69A2AR.28
297703,Y71G12B.27
297704,Y71H2AM.20
297705,Y73B6A.1
297706,Y73C8C.4
297707,Y73E7A.8
297708,Y7A9C.1
297710,ZC247.2
297711,ZC262.1
297712,ZC262.2
297713,ZC434.3
297716,ZK1010.5
297717,ZK1055.2
297718,ZK1055.6
297719,ZK112.5
297720,ZK1225.5
297721,ZK1240.3
297722,ZK1321.1
297723,ZK154.4
297724,ZK218.1
297725,ZK353.3
297726,ZK381.2
297727,ZK402.3
297728,ZK637.4
297729,ZK643.5
297730,ZK6.6
297731,ZK822.4
297732,ZK938.1
298192,BGLAP3
298361,RAET1D
298498,OLR1696
298861,ALDH9A1B
298862,ALDOAA
298863,ALDOAB
298864,ANPEPB.1
298974,CRYBA2
299025,DGAT1A
299027,DHRS3B
299094,GSTT1A
299117,HSD17B12B
299166,IRBP
299222,MFSD2AA
299224,MIR148B
299273,OPN1LW1
299274,OPN1MW2
299275,OPN4A
299321,PRPH2LB
299513,SRD5A2A
299578,UGT5G1
299768,HLA-DRB3
299891,RNASE3
299988,DEFB22
299990,DNMT2
300082,SPAG11A
300193,TAS2R43
300697,ADH-5
301682,BAT1
301770,CCDC185
301871,CSTP1
301961,EFCAB5
302006,FAM229A
302324,MIR103-2
302329,MIR147
302344,MIR3073B
302346,MIR3107
302348,MIR374C
302352,MIR485
302354,MIR496A
302355,MIR6216
302358,MIR690
302359,MIR7B
302391,MTERFD1
302546,PRSS40
302584,RGD1311745
302587,RGD1561635
302588,RGD1561736
302589,RGD1562381
302590,RGD1563356
302591,RGD1564617
302592,RGD1564963
302593,RGD1566369
302629,RPL37A-PS1
302725,SLC39A12
302743,SLPIL3
302823,TIMM8A2
303587,OR51E2
304224,FOXF2A
304427,ALPHA-EST7
304479,ADAM3
304524,CXX1A
304559,FTL2
304560,FTL2-PS
304574,GZME
304594,IL28B
304612,LY6C2
304630,MS4A3
304689,RPS23RG1
304705,SEPT8
304725,SNHG20
304730,SNORA3
304731,SNORA44
304736,SNORA7A
304738,SNORD34
304739,SNORD47
304741,SNORD68
304744,SNORD95
304799,VMN2R111
304813,ZFP882
308605,MIR181A1
308634,PXD
308682,APPA
309582,MIR4654
309583,MIR4715
309584,MIR6720
309635,MIR1323
309772,ACTC
309841,AMELY
309850,ANKRD7
311790,BTF3P11
311794,BVES-AS1
311795,C10ORF53
311798,C16ORF82
311803,C20ORF181
311858,CATR1
311904,CELA3A
311933,CLCA3P
311960,COL18A1-AS1
311992,CST9L
311994,CTAG2
311995,CTAGE7P
312009,CYC
312015,CYP-29A2
312019,CYP-34A9
312030,DAF-16
312040,DDX11L5
312042,DEFB129
312047,DGAT2L6
312072,DUSP21
312142,FAM217A
312144,FAM47B
312182,FOXD4L4
312192,FSCB
312290,GZMH
312298,HCG27
312339,HSF-1
312341,HSP-16.1
312342,HSP-3
312343,HSP-6
312345,HSP-70
312365,IFNA17
312367,IFNA6
312368,IFNA8
312413,INGX
312441,KAAG1
312473,KIR3DS1
312494,KRTAP13-4
312495,KRTAP15-1
312496,KRTAP17-1
312499,KRTAP23-1
312500,KRTAP4-3
312534,LINC00208
312535,LINC00302
312536,LINC00305
312537,LINC00529
312538,LINC00686
312539,LINC00687
312541,LINC01565
312542,LINC02871
312543,LINC02910
312574,MAGED4
312636,MKRN4P
312644,MMP23A
312661,MRGPRX4
312682,MUCL1
312735,NLRP14
312737,NMES1
312750,NPM2
312771,NYX
312788,OR10A2
312790,OR10G3
312793,OR10K2
312795,OR13C5
312796,OR13C8
312798,OR1I1
312799,OR1N1
312801,OR2A42
312802,OR2AJ1
312805,OR2B3
312810,OR2M1P
312811,OR2M4
312813,OR2T27
312814,OR2T29
312815,OR2T3
312817,OR2Z1
312819,OR4E2
312820,OR4F29
312825,OR4L1
312826,OR4N2
312827,OR4N5
312828,OR4P1P
312832,OR51F2
312833,OR51G1
312834,OR51I2
312836,OR51M1
312838,OR52A5
312839,OR52B6
312841,OR52E6
312842,OR52I1
312843,OR56A4
312844,OR5AS1
312845,OR5E1P
312846,OR5H2
312847,OR5J2
312849,OR5M8
312850,OR5T3
312851,OR5W2
312853,OR6C4
312854,OR6C70
312856,OR6M1
312857,OR6W1P
312858,OR6Y1
312860,OR7A2P
312861,OR7C1
312862,OR7C2
312864,OR8B4
312865,OR8H2
312866,OR8H3
312868,OR9G4
312903,PDCD1LG2
312916,PFC
312920,PGLYRP4
313010,PRR35
313048,PYY2
313099,RFPL1
313112,RHOXF1
313113,RHOXF2
313116,RLBP1
313137,RPL13AP17
313149,RXFP4
313150,RXR
313187,SFTA2
313263,SMF-3
313284,SOWAHD
313286,SPAG11B
313290,SPATA31E1
313291,SPATA48
313323,STAU
313324,STH
313345,TAAR6
313357,TAS2R41
313359,TAS2R50
313428,TMEM132E-DT
313430,TMEM151B
313473,TRGV9
313501,TTTY11
313502,TTTY12
313505,TTTY18
313520,UBQLN3
313546,VCY
313558,VN1R5
313570,WFDC11
313581,XKRY
313613,ZNF285CP
314160,AMX-2
314169,GRK-2
314546,KLK1B16
315006,CAPZA1P1
315204,RPL34P2
315256,TPT1P8
315351,DLX5A
315369,HOXB1A
315387,LHX8A
315389,LOXL3B
315442,SIGLEC17P
315647,ACTA1B
315649,ACTB2
315650,ACTC1B
315651,ACTE1
315652,ACTR2A
315663,APOA1B
315664,APOBA
315667,ARHGEF18A
315668,ARHGEF7B
315669,ATP1A1A.1
315672,ATP5FA1
315675,B4GALNT3B
315681,CLTCA
315682,CLTCB
315685,CRYGM2D13
315691,DNAH9L
315694,DYNLL2A
315695,DYNLL2B
315697,EEF1A1B
315700,EEF2A.2
315701,EF1A
315703,EIF3EA
315705,EIF4A1B
315707,FBXW14
315710,GOT2A
315711,GPIA
315712,GRIN2AA
315716,HBAA1
315717,HBAE1.1
315718,HBAE1.2
315719,HBAE3
315720,HBBE1.2
315721,HBBE3
315722,HE1.1
315724,HNRNPA0B
315725,HNRNPABA
315726,HNRNPABB
315730,I2B2A
315731,I2B2B
315734,IRF2BP2A
315735,IRF2BP2B
315738,MGAT1B
315741,MYH7BA
315743,MYH7L
315744,MYHA
315745,MYHB
315746,MYHC4
315747,MYHZ1.1
315748,MYHZ1.2
315749,MYHZ1.3
315750,MYHZ2
315751,MYLPFA
315754,NANSA
315758,ONECUT3A
315759,PDCD10A
315760,PDCD10B
315763,PIMR127
315765,PPP2R1BB
315778,RPLP2L
315782,SMYHC3
315784,SODC
315786,SPAW
315787,SPSB3B
315789,SSUH2.4
315797,TUBA8L4
316527,RNR1
316845,AIFM4
316988,BOLL
316997,C11ORF16
317010,C7ORF31
317172,CPT1
317807,KIR2DL5B
317829,LACRT
317854,LINC01547
318015,NLF2
318061,OR14I1
318063,OR2D2
318066,OR52N2
318068,OR6T1
318230,PRR19
318403,SH2D1A
318558,TBC1D3
318565,TCL1B
318793,ZNF205
318796,ZNF311
318798,ZNF497
318876,OAR1
318877,OAR2
318886,THP2
318942,CXCL8B.1
318971,DOP1R2
319010,IFNG1R
319058,M17
319408,RTN
319443,AQP1A.1
319497,CYP3A39
319513,FAM180B
319526,GHRA
319593,MIR187
319594,MIR6615
319629,PRLRA
319652,RHCG2
319661,SAL1
319784,CGB
319822,ELF2A
320142,ADAM3A
320145,ADAM6
320193,AGTR1B
320223,AKR1B1-PS2
320406,ASZ1
320452,ATP6V0C-PS2
320717,CBLIF
320755,CCNF-PS1
320823,CDH14
320894,CESL1
321105,CRYG@
321107,CRYGB
321123,CSN1S2A
321124,CSN1S2B
321172,CTSM
321264,CYSS
321274,DAPK
321290,DCM5
321492,EIF5-PS1
321509,ENO1-PS1
321654,FGFR1-PS1
321701,FOXE3
321716,FTL1L1
321724,FXC1-PS1
321783,GAPDH-PS2
321854,GJD2
322047,H1F6
322091,HDAC1L
322126,HIST1H2BG
322128,HIST1H4A
322130,HIST1H4M
322142,HMGB1-PS1
322143,HMGB1-PS5
322397,ISCA1-PS1
322544,KLK1C2
322559,KLRH1
322597,LCN1P1
322599,LCN5
322677,LY49I2
322678,LY49S7
322712,MAP1
322797,MCPT3
322843,MK1
322884,MRGPRC
322979,N5
322988,NAK
322995,NAT3
323031,NDUFV3-PS1
323088,NHE3
323105,NME2-PS1
323263,OLR1082
323264,OLR1084
323265,OLR1085
323266,OLR1191
323267,OLR1192
323268,OLR1193
323270,OLR1278
323271,OLR1280
323272,OLR1283
323275,OLR1346
323278,OLR1358
